component,type,layer,head,mean_ie,std_ie,consistency,score,n_samples
L11H14,attn,11,14,-0.0012452936172485352,0.006114320255201341,0.445,-0.0005541556596755982,200
L22H21,attn,22,21,-0.0013859033584594726,0.0055169142700118926,0.4,-0.000554361343383789,200
L04H13,attn,4,13,-0.0012697219848632813,0.00512872732102415,0.44,-0.0005586776733398438,200
L16H05,attn,16,5,-0.001179342269897461,0.011526355782683495,0.475,-0.000560187578201294,200
L07H11,attn,7,11,-0.0013706111907958985,0.005761817322066578,0.41,-0.0005619505882263183,200
L38H24,attn,38,24,-0.0017328214645385741,0.009724050573205297,0.325,-0.0005631669759750366,200
L22H18,attn,22,18,-0.0012040853500366211,0.008736773243832312,0.475,-0.000571940541267395,200
L44H19,attn,44,19,-0.0012454795837402344,0.016792438528194623,0.46,-0.0005729206085205078,200
L28H10,attn,28,10,-0.0012564611434936522,0.008277986159546929,0.465,-0.0005842544317245483,200
L45H04,attn,45,4,-0.0015102767944335938,0.006360078824638822,0.39,-0.0005890079498291017,200
L44H13,attn,44,13,-0.0012610816955566405,0.010534318336657654,0.47,-0.000592708396911621,200
L39H23,attn,39,23,-0.0012843275070190429,0.008054999162824147,0.465,-0.000597212290763855,200
L06H04,attn,6,4,-0.0014603948593139649,0.008571385729294638,0.41,-0.0005987618923187256,200
L05H14,attn,5,14,-0.0013330888748168946,0.004382882061652508,0.45,-0.0005998899936676026,200
L39H12,attn,39,12,-0.0016070795059204101,0.006197215356532409,0.38,-0.0006106902122497559,200
L18H08,attn,18,8,-0.0011811494827270509,0.008806845966776413,0.52,-0.0006141977310180664,200
L38H06,attn,38,6,-0.0012221479415893556,0.008420047218106012,0.505,-0.0006171847105026245,200
L21H07,attn,21,7,-0.001552724838256836,0.01026837058502778,0.4,-0.0006210899353027345,200
L36H20,attn,36,20,-0.001581096649169922,0.011754224304872088,0.395,-0.0006245331764221192,200
L21H13,attn,21,13,-0.0014531946182250977,0.00582839473640372,0.43,-0.000624873685836792,200
L12H15,attn,12,15,-0.0016061830520629882,0.005694817889061993,0.39,-0.0006264113903045655,200
L04H19,attn,4,19,-0.001367487907409668,0.008061075094658617,0.46,-0.0006290444374084473,200
L40H01,attn,40,1,-0.00137906551361084,0.0056394773434467645,0.46,-0.0006343701362609864,200
L39H22,attn,39,22,-0.0013173627853393555,0.0062047019716235255,0.485,-0.0006389209508895874,200
L18H23,attn,18,23,-0.0016290140151977539,0.007689702932633757,0.395,-0.0006434605360031128,200
L11H20,attn,11,20,-0.0016016292572021485,0.006508030437083763,0.405,-0.0006486598491668702,200
L27H24,attn,27,24,-0.0014748764038085937,0.011094966787376547,0.445,-0.0006563199996948243,200
L21H04,attn,21,4,-0.0016891145706176757,0.007019007744763908,0.395,-0.000667200255393982,200
L22H02,attn,22,2,-0.0016346645355224609,0.0066155504356550186,0.41,-0.000670212459564209,200
L17H18,attn,17,18,-0.0015630197525024413,0.007896088241293215,0.43,-0.0006720984935760498,200
L08H09,attn,8,9,-0.0014028263092041016,0.012030817787378505,0.48,-0.0006733566284179688,200
L44H03,attn,44,3,-0.0014776039123535157,0.005802899130860676,0.46,-0.0006796977996826173,200
L11H17,attn,11,17,-0.0014459085464477539,0.0046625765263499895,0.475,-0.0006868065595626831,200
L37H03,attn,37,3,-0.0013926601409912109,0.009967569301348204,0.495,-0.0006893667697906494,200
L14H06,attn,14,6,-0.0017798757553100586,0.008778283668888708,0.395,-0.0007030509233474732,200
L25H08,attn,25,8,-0.0014650821685791016,0.011103662391011215,0.48,-0.0007032394409179687,200
L16H03,attn,16,3,-0.0015823745727539063,0.014723885243269015,0.445,-0.0007041566848754883,200
L15H01,attn,15,1,-0.0016383218765258789,0.008402133531388375,0.43,-0.000704478406906128,200
L28H24,attn,28,24,-0.0018090438842773438,0.008932336948824393,0.39,-0.0007055271148681641,200
L19H03,attn,19,3,-0.0014124202728271484,0.012964696010353476,0.51,-0.0007203343391418457,200
L12H21,attn,12,21,-0.0015016555786132812,0.01106924819885882,0.48,-0.0007207946777343749,200
L13H06,attn,13,6,-0.0018315649032592774,0.007869357665421727,0.395,-0.0007234681367874146,200
L25H05,attn,25,5,-0.0020240831375122072,0.00672032024543119,0.37,-0.0007489107608795167,200
L15H03,attn,15,3,-0.0019081592559814452,0.006362080862939861,0.395,-0.0007537229061126709,200
L16H17,attn,16,17,-0.0016980743408203124,0.006932200326253433,0.445,-0.0007556430816650391,200
L25H06,attn,25,6,-0.0016483402252197266,0.013100795840594457,0.475,-0.0007829616069793701,200
L17H24,attn,17,24,-0.0017166996002197265,0.010150598683859518,0.465,-0.0007982653141021728,200
L25H01,attn,25,1,-0.0018121433258056641,0.012667775596573234,0.445,-0.0008064037799835205,200
L41H13,attn,41,13,-0.0020970582962036135,0.005693781407669728,0.385,-0.0008073674440383911,200
L14H24,attn,14,24,-0.0020394325256347656,0.009715311429714884,0.4,-0.0008157730102539063,200
L20H00,attn,20,0,-0.0016648721694946288,0.01035096338042109,0.49,-0.0008157873630523681,200
L25H11,attn,25,11,-0.002147040367126465,0.010905135613177403,0.38,-0.0008158753395080566,200
L14H20,attn,14,20,-0.0020401144027709962,0.012278476844037314,0.405,-0.0008262463331222535,200
L27H18,attn,27,18,-0.0021898794174194337,0.008878296076855143,0.38,-0.0008321541786193848,200
L26H01,attn,26,1,-0.0017718505859375,0.009043601303390485,0.47,-0.000832769775390625,200
L22H09,attn,22,9,-0.0022770023345947267,0.007059176598261595,0.37,-0.0008424908638000488,200
L17H10,attn,17,10,-0.0019678688049316407,0.016616372467918552,0.435,-0.0008560229301452637,200
L25H13,attn,25,13,-0.0018483877182006836,0.014047977995745049,0.465,-0.0008595002889633179,200
L20H18,attn,20,18,-0.0022692155838012697,0.0066424751314171455,0.39,-0.0008849940776824953,200
L15H08,attn,15,8,-0.0021404075622558595,0.009644050370640016,0.415,-0.0008882691383361816,200
L23H13,attn,23,13,-0.002232322692871094,0.01258509995808853,0.4,-0.0008929290771484376,200
L41H21,attn,41,21,-0.0026271438598632815,0.005451341448766119,0.34,-0.0008932289123535158,200
L17H08,attn,17,8,-0.0019675159454345705,0.006369172520441846,0.455,-0.0008952197551727296,200
L18H13,attn,18,13,-0.0023947811126708986,0.006586972015052211,0.385,-0.000921990728378296,200
L42H19,attn,42,19,-0.002313251495361328,0.008694964749977678,0.425,-0.0009831318855285645,200
L27H12,attn,27,12,-0.002343029975891113,0.009370001803375832,0.42,-0.0009840725898742674,200
L21H08,attn,21,8,-0.0020971155166625978,0.008865814635447172,0.47,-0.000985644292831421,200
L41H17,attn,41,17,-0.0021205997467041017,0.013584603947560872,0.47,-0.0009966818809509278,200
L30H16,attn,30,16,-0.0023829078674316405,0.016507613765287317,0.42,-0.001000821304321289,200
L36H23,attn,36,23,-0.002227005958557129,0.01857872251011961,0.46,-0.0010244227409362792,200
L24H03,attn,24,3,-0.002634739875793457,0.005802162611296692,0.39,-0.0010275485515594482,200
L07H07,attn,7,7,-0.0022250318527221678,0.006703413812598682,0.47,-0.0010457649707794187,200
L26H11,attn,26,11,-0.0027747154235839844,0.011051053939257533,0.385,-0.001068265438079834,200
L19H14,attn,19,14,-0.0025869894027709963,0.012870454628627183,0.445,-0.0011512102842330934,200
L24H20,attn,24,20,-0.0028131866455078126,0.013542418992992869,0.42,-0.0011815383911132813,200
L44H20,attn,44,20,-0.003422675132751465,0.009386210683189662,0.36,-0.0012321630477905273,200
L14H12,attn,14,12,-0.002856483459472656,0.014943473396058417,0.44,-0.0012568527221679686,200
L16H20,attn,16,20,-0.0031157588958740236,0.010711569325314854,0.415,-0.0012930399417877198,200
L09H07,attn,9,7,-0.0024561262130737304,0.011379617654456782,0.53,-0.0013017468929290771,200
L22H03,attn,22,3,-0.003164224624633789,0.014727566695785156,0.415,-0.0013131532192230224,200
L20H13,attn,20,13,-0.0032601404190063478,0.009911268824864814,0.405,-0.0013203568696975709,200
L16H10,attn,16,10,-0.003409562110900879,0.009529924550086733,0.405,-0.001380872654914856,200
L14H23,attn,14,23,-0.003836779594421387,0.012478992858322891,0.38,-0.001457976245880127,200
L28H07,attn,28,7,-0.004176726341247558,0.013116994905672964,0.41,-0.001712457799911499,200
L42H16,attn,42,16,-0.004799137115478516,0.010191827099391785,0.36,-0.0017276893615722655,200
L32H22,attn,32,22,-0.003547687530517578,0.017827405051504923,0.515,-0.0018270590782165528,200
L24_MLP,mlp,24,-1,-0.004287519454956055,0.06373502490793136,0.46,-0.001972258949279785,200
L08_MLP,mlp,8,-1,-0.005176935195922851,0.056285952019087246,0.455,-0.0023555055141448976,200
L25_MLP,mlp,25,-1,-0.0052988815307617185,0.06259001988634723,0.465,-0.0024639799118041992,200
L36H08,attn,36,8,-0.006340708732604981,0.01985495009161596,0.41,-0.002599690580368042,200
L04_MLP,mlp,4,-1,-0.005945324897766113,0.04389592676666428,0.51,-0.0030321156978607177,200
L27H00,attn,27,0,-0.010202593803405761,0.022846861975334,0.31,-0.003162804079055786,200
L12_MLP,mlp,12,-1,-0.0073145246505737305,0.056320067695078024,0.495,-0.0036206897020339968,200
L06_MLP,mlp,6,-1,-0.008078813552856445,0.04425113468990321,0.45,-0.0036354660987854004,200
L47_MLP,mlp,47,-1,-0.008487825393676757,0.15892035684940367,0.455,-0.0038619605541229244,200
L02_MLP,mlp,2,-1,-0.010275821685791015,0.04445984075153394,0.395,-0.0040589495658874515,200
L14_MLP,mlp,14,-1,-0.008042073249816895,0.06444268668478469,0.53,-0.004262298822402954,200
L47H21,attn,47,21,-0.010508866310119628,0.03198261832098276,0.42,-0.004413723850250244,200
L38_MLP,mlp,38,-1,-0.014270997047424317,0.08982212608462303,0.395,-0.005637043833732605,200
L05_MLP,mlp,5,-1,-0.012912869453430176,0.049159475185435945,0.465,-0.006004484295845032,200
L17_MLP,mlp,17,-1,-0.023237175941467285,0.0937870669069129,0.46,-0.010689100933074952,200
