component,type,layer,head,mean_ie,std_ie,consistency,score,n_samples
L07H19,attn,7,19,0.0007465314865112304,0.006786559876656145,0.585,0.00043672091960906975,200
L13H21,attn,13,21,0.0007584714889526368,0.003081880758384518,0.575,0.0004361211061477661,200
L24H07,attn,24,7,0.0007515192031860351,0.006575414941329682,0.58,0.00043588113784790035,200
L10H15,attn,10,15,0.0007416915893554688,0.005615846560015584,0.585,0.00043388957977294923,200
L37H00,attn,37,0,0.000751194953918457,0.007236195425409541,0.575,0.00043193709850311275,200
L04H07,attn,4,7,0.000838017463684082,0.004424943501289271,0.515,0.00043157899379730227,200
L42H21,attn,42,21,0.0007005834579467774,0.004649649251893693,0.615,0.0004308588266372681,200
L32H05,attn,32,5,0.0007777023315429688,0.0053767802460906984,0.55,0.0004277362823486329,200
L11H06,attn,11,6,0.0008295297622680664,0.006289695528932589,0.515,0.0004272078275680542,200
L43H16,attn,43,16,0.0006846237182617187,0.002420875378531489,0.62,0.0004244667053222656,200
L04H11,attn,4,11,0.0007241153717041015,0.00191779434324138,0.585,0.0004236074924468994,200
L08H17,attn,8,17,0.0007421016693115234,0.0025348305946360987,0.57,0.0004229979515075683,200
L27H04,attn,27,4,0.0008348846435546876,0.014488155407795788,0.5,0.0004174423217773438,200
L38H22,attn,38,22,0.0007073593139648438,0.004872243628371455,0.59,0.0004173419952392578,200
L27H21,attn,27,21,0.0006694889068603516,0.004023969021263192,0.62,0.00041508312225341796,200
L05H12,attn,5,12,0.0007413291931152344,0.004572518865816905,0.555,0.00041143770217895513,200
L33H18,attn,33,18,0.0007011222839355468,0.004340287583746942,0.585,0.0004101565361022949,200
L18H12,attn,18,12,0.0008082246780395508,0.011413545882593986,0.505,0.0004081534624099732,200
L03H02,attn,3,2,0.0006873273849487305,0.0042521074847180285,0.59,0.000405523157119751,200
L07H16,attn,7,16,0.0007628870010375977,0.0036057003424965293,0.53,0.0004043301105499268,200
L10H01,attn,10,1,0.000693373680114746,0.0031751013947549493,0.58,0.00040215673446655266,200
L37H16,attn,37,16,0.0006319618225097656,0.0040649071350457215,0.635,0.00040129575729370114,200
L24H17,attn,24,17,0.0006331872940063477,0.00260359007589505,0.62,0.0003925761222839356,200
L19H09,attn,19,9,0.0007197189331054687,0.008094347057210585,0.54,0.0003886482238769531,200
L13H07,attn,13,7,0.0006582784652709961,0.006496863491370657,0.59,0.0003883842945098877,200
L24H12,attn,24,12,0.0006861639022827148,0.007503153028754897,0.565,0.00038768260478973384,200
L43H04,attn,43,4,0.0007453632354736329,0.00926886616195062,0.52,0.0003875888824462891,200
L00H08,attn,0,8,0.0006614780426025391,0.0022248238628679723,0.585,0.00038696465492248533,200
L12H09,attn,12,9,0.0006553936004638672,0.00315940122474724,0.59,0.0003866822242736816,200
L43H17,attn,43,17,0.0007047176361083985,0.0045215102501145014,0.545,0.0003840711116790772,200
L05H20,attn,5,20,0.0006787252426147461,0.003294560366119897,0.565,0.0003834797620773315,200
L19H00,attn,19,0,0.0006968069076538086,0.006905939777805265,0.55,0.00038324379920959473,200
L30H15,attn,30,15,0.0007065916061401367,0.0027894678730138126,0.54,0.00038155946731567385,200
L30H14,attn,30,14,0.0007629919052124023,0.00692713515239567,0.5,0.00038149595260620115,200
L07H14,attn,7,14,0.0007227182388305664,0.0040224125766780165,0.525,0.0003794270753860474,200
L14H01,attn,14,1,0.0007077550888061523,0.007931850991352712,0.535,0.00037864897251129153,200
L24H16,attn,24,16,0.00065765380859375,0.004419053603921352,0.565,0.0003715744018554687,200
L28H11,attn,28,11,0.0006215715408325195,0.0019648566104559515,0.595,0.0003698350667953491,200
L42H00,attn,42,0,0.0006388187408447266,0.0032516891096575316,0.57,0.0003641266822814941,200
L17H02,attn,17,2,0.0007425165176391602,0.006758942237555908,0.49,0.0003638330936431885,200
L29H21,attn,29,21,0.0007300138473510742,0.0041210472410964805,0.495,0.00036135685443878173,200
L34H14,attn,34,14,0.0006162643432617188,0.005636974868475295,0.585,0.00036051464080810546,200
L28H19,attn,28,19,0.0005718421936035156,0.002455642920642081,0.625,0.00035740137100219725,200
L26H16,attn,26,16,0.0006962966918945313,0.007839057512374117,0.51,0.00035511131286621093,200
L32H11,attn,32,11,0.0006106376647949218,0.00267852701717852,0.58,0.00035416984558105466,200
L30H23,attn,30,23,0.0007004642486572266,0.006926895723421996,0.505,0.00035373444557189944,200
L11H12,attn,11,12,0.0006722784042358398,0.0040285540835748885,0.525,0.0003529461622238159,200
L03H19,attn,3,19,0.0005830955505371093,0.001487766887058563,0.605,0.00035277280807495114,200
L43H14,attn,43,14,0.0006131315231323242,0.0038750415668477407,0.565,0.00034641931056976315,200
L18H14,attn,18,14,0.0005611991882324219,0.006296161556445031,0.615,0.0003451375007629395,200
L31H13,attn,31,13,0.0005969429016113282,0.007025913935527415,0.575,0.0003432421684265137,200
L11H07,attn,11,7,0.0006526517868041992,0.002634016357038214,0.525,0.0003426421880722046,200
L40H05,attn,40,5,0.0005733108520507812,0.0028758198228062155,0.595,0.0003411199569702148,200
L20H17,attn,20,17,0.0006728315353393555,0.009340515230787595,0.505,0.0003397799253463745,200
L23H21,attn,23,21,0.0006343841552734375,0.005803769446968035,0.535,0.0003393955230712891,200
L26H22,attn,26,22,0.0005747079849243164,0.0034225409211006636,0.585,0.0003362041711807251,200
L05H04,attn,5,4,0.0005897665023803711,0.00358065619320072,0.565,0.0003332180738449096,200
L23H16,attn,23,16,0.0005594682693481445,0.003132493415613486,0.595,0.00033288362026214597,200
L39H00,attn,39,0,0.0005449962615966797,0.00420410318681928,0.61,0.0003324477195739746,200
L35H09,attn,35,9,0.0006057500839233398,0.006836713966346708,0.545,0.0003301337957382202,200
L17H19,attn,17,19,0.0006328439712524414,0.006865479685644977,0.52,0.00032907886505126956,200
L08H02,attn,8,2,0.0006076812744140625,0.00681132311407845,0.54,0.00032814788818359377,200
L06H08,attn,6,8,0.0006694269180297852,0.003987553733570814,0.49,0.00032801918983459474,200
L38H05,attn,38,5,0.00047811508178710935,0.0015578855622033385,0.68,0.0003251182556152344,200
L30H19,attn,30,19,0.0006020689010620118,0.005859155503008647,0.54,0.0003251172065734864,200
L46H00,attn,46,0,0.0006685543060302734,0.006551974032829966,0.485,0.0003242488384246826,200
L12H18,attn,12,18,0.0005970430374145507,0.0058757022958030375,0.54,0.0003224032402038574,200
L15H16,attn,15,16,0.0006369686126708984,0.004474254818001442,0.505,0.0003216691493988037,200
L00H20,attn,0,20,0.0005454206466674804,0.0024757745667023283,0.585,0.00031907107830047606,200
L10H02,attn,10,2,0.0005823612213134765,0.005976190740311209,0.545,0.00031738686561584475,200
L47H23,attn,47,23,0.0005614376068115235,0.0029928256971192874,0.56,0.00031440505981445316,200
L11H24,attn,11,24,0.0005260276794433594,0.0032711646535177946,0.595,0.00031298646926879886,200
L26H21,attn,26,21,0.0005609941482543945,0.0071341976746378925,0.555,0.00031135175228118897,200
L15H22,attn,15,22,0.0005269765853881836,0.0031595206950632863,0.585,0.0003082813024520874,200
L07H21,attn,7,21,0.0005352401733398438,0.00465836042916994,0.575,0.0003077630996704101,200
L40H08,attn,40,8,0.0005446195602416993,0.005422957684217519,0.565,0.00030771005153656006,200
L34H21,attn,34,21,0.0005002641677856446,0.004594931681409289,0.615,0.0003076624631881714,200
L40H21,attn,40,21,0.0005063819885253906,0.0026347861872132515,0.605,0.00030636110305786135,200
L28H17,attn,28,17,0.0005975484848022461,0.004168132732838869,0.51,0.00030474972724914555,200
L18H19,attn,18,19,0.0005282211303710937,0.00521091553720875,0.57,0.0003010860443115234,200
L02H19,attn,2,19,0.0005375385284423828,0.004136402030003871,0.56,0.0003010215759277344,200
L39H05,attn,39,5,0.0005600595474243164,0.003345786618222971,0.535,0.0002996318578720093,200
L16H22,attn,16,22,0.0005794906616210937,0.004119059866593343,0.505,0.00029264278411865235,200
L12H23,attn,12,23,0.0005875587463378906,0.003541867791188144,0.495,0.00029084157943725584,200
L25H18,attn,25,18,0.0005310440063476563,0.004119332499319964,0.545,0.0002894189834594727,200
L30H08,attn,30,8,0.00046017169952392576,0.007274460528659088,0.625,0.0002876073122024536,200
L28H12,attn,28,12,0.0005337381362915039,0.0037272294471172077,0.535,0.0002855499029159546,200
L42H24,attn,42,24,0.0005373048782348633,0.0026970631542174483,0.53,0.00028477158546447753,200
L11H04,attn,11,4,0.0005297470092773438,0.004062645078213337,0.535,0.0002834146499633789,200
L19H15,attn,19,15,0.0005576515197753906,0.009630439932206358,0.505,0.00028161401748657227,200
L38H10,attn,38,10,0.00048738479614257813,0.003462646409162116,0.575,0.0002802462577819824,200
L16H00,attn,16,0,0.0005950689315795899,0.007571907294254291,0.47,0.0002796823978424072,200
L01H24,attn,1,24,0.0004776573181152344,0.00288964595577827,0.575,0.0002746529579162597,200
L11H19,attn,11,19,0.0005132198333740234,0.0019196709059232679,0.53,0.0002720065116882324,200
L37H06,attn,37,6,0.00045956134796142577,0.0034787872041712417,0.59,0.0002711411952972412,200
L23H00,attn,23,0,0.0004837512969970703,0.005020006125759562,0.56,0.0002709007263183594,200
L42H15,attn,42,15,0.0004110383987426758,0.0016346143826781406,0.65,0.00026717495918273927,200
L28H23,attn,28,23,0.0004845666885375977,0.0068037343706899844,0.55,0.00026651167869567874,200
L31H04,attn,31,4,0.0004958343505859375,0.006827945637912268,0.53,0.00026279220581054686,200
L34H02,attn,34,2,0.00045990943908691406,0.0110127416115967,0.57,0.000262148380279541,200
L24H09,attn,24,9,0.00047524452209472655,0.006061186696149092,0.55,0.0002613844871520996,200
L45H01,attn,45,1,0.00046370506286621095,0.005197489787962226,0.56,0.00025967483520507816,200
L36H11,attn,36,11,0.00045902252197265624,0.006774821432485365,0.565,0.00025934772491455075,200
L28H09,attn,28,9,0.0005084848403930664,0.005555476586957503,0.51,0.00025932726860046387,200
L01H03,attn,1,3,0.0004242992401123047,0.0012255383194616717,0.61,0.00025882253646850587,200
L01H04,attn,1,4,0.0004461765289306641,0.0021318831012004124,0.575,0.00025655150413513185,200
L46H09,attn,46,9,0.0005010032653808594,0.0060629650138455905,0.51,0.0002555116653442383,200
L17H15,attn,17,15,0.0004970693588256836,0.006632519184405754,0.51,0.00025350537300109866,200
L15H23,attn,15,23,0.0004922151565551758,0.0062055818938789396,0.515,0.0002534908056259155,200
L21H19,attn,21,19,0.00046821117401123045,0.004934973543493221,0.54,0.00025283403396606446,200
L02H18,attn,2,18,0.00047389507293701174,0.003094471852580144,0.53,0.00025116438865661623,200
L22H08,attn,22,8,0.000460357666015625,0.00571948754430636,0.545,0.00025089492797851563,200
L38H20,attn,38,20,0.00043390274047851564,0.003698598080825459,0.575,0.00024949407577514647,200
L04H24,attn,4,24,0.000473780632019043,0.0032770961366398095,0.525,0.0002487348318099976,200
L12H13,attn,12,13,0.0004715108871459961,0.0054743341766191845,0.52,0.00024518566131591797,200
L39H14,attn,39,14,0.00043980598449707033,0.0023757139084009745,0.55,0.0002418932914733887,200
L33H00,attn,33,0,0.0005070257186889648,0.005139974216006857,0.475,0.00024083721637725827,200
L16H09,attn,16,9,0.00042754650115966797,0.0033592560230823153,0.56,0.00023942604064941409,200
L34H19,attn,34,19,0.00043543815612792966,0.004214667503750728,0.545,0.0002373137950897217,200
L44H07,attn,44,7,0.0005046367645263672,0.004583229486725413,0.47,0.00023717927932739256,200
L12H08,attn,12,8,0.00048320293426513673,0.004008897853223643,0.49,0.00023676943778991699,200
L41H06,attn,41,6,0.0004594230651855469,0.004611063798414855,0.515,0.00023660287857055665,200
L18H05,attn,18,5,0.0004071664810180664,0.007309400170413514,0.58,0.0002361565589904785,200
L03H11,attn,3,11,0.000408935546875,0.0024475618002240355,0.57,0.00023309326171875,200
L05H07,attn,5,7,0.0003962564468383789,0.0055077165655395225,0.585,0.00023181002140045163,200
L28H04,attn,28,4,0.000383152961730957,0.004258054012240717,0.605,0.00023180754184722898,200
L23H05,attn,23,5,0.00044106006622314454,0.007024464773650141,0.52,0.00022935123443603518,200
L29H07,attn,29,7,0.0004491424560546875,0.0083210577104052,0.51,0.0002290626525878906,200
L28H22,attn,28,22,0.00038162708282470705,0.004803004056398753,0.6,0.0002289762496948242,200
L45H18,attn,45,18,0.0003869247436523438,0.0018842904601087899,0.59,0.0002282855987548828,200
L46H17,attn,46,17,0.0003647947311401367,0.0019093741604662348,0.62,0.00022617273330688477,200
L04H14,attn,4,14,0.00045162200927734375,0.002299474081001325,0.5,0.00022581100463867188,200
L03H06,attn,3,6,0.00040411949157714844,0.006882234245456729,0.555,0.00022428631782531742,200
L29H18,attn,29,18,0.00040705204010009765,0.001450690194580436,0.55,0.00022387862205505373,200
L07H18,attn,7,18,0.00043431758880615236,0.004228377974828951,0.515,0.00022367355823516848,200
L44H08,attn,44,8,0.000369720458984375,0.003425885636281291,0.595,0.00021998367309570313,200
L37H19,attn,37,19,0.00039604663848876956,0.008958804413164915,0.555,0.00021980588436126713,200
L14H10,attn,14,10,0.0003902721405029297,0.005874058567339226,0.56,0.00021855239868164066,200
L31H15,attn,31,15,0.00045840740203857423,0.00811275550079538,0.475,0.00021774351596832276,200
L13H24,attn,13,24,0.0003774118423461914,0.0026664782951741992,0.575,0.00021701180934906005,200
L20H21,attn,20,21,0.00040163516998291014,0.01187209052572007,0.54,0.0002168829917907715,200
L38H12,attn,38,12,0.0003835630416870117,0.00264233617411904,0.55,0.00021095967292785646,200
L11H15,attn,11,15,0.00038916587829589843,0.0013040027379122325,0.54,0.00021014957427978515,200
L02H15,attn,2,15,0.0003578472137451172,0.0014840875876877264,0.575,0.00020576214790344238,200
L16H16,attn,16,16,0.00039678096771240235,0.008291416112247112,0.515,0.0002043421983718872,200
L04H12,attn,4,12,0.0003613710403442383,0.006061794984070507,0.565,0.00020417463779449463,200
L29H09,attn,29,9,0.00034585952758789065,0.004149789762785919,0.585,0.00020232782363891602,200
L00H10,attn,0,10,0.00036301612854003904,0.003268167565775078,0.55,0.0001996588706970215,200
L07H10,attn,7,10,0.0003557872772216797,0.0027967954965386036,0.56,0.00019924087524414064,200
L38H17,attn,38,17,0.00038170814514160156,0.004704918924337234,0.52,0.0001984882354736328,200
L34H00,attn,34,0,0.00034220218658447265,0.002642183381880792,0.58,0.00019847726821899412,200
L31H22,attn,31,22,0.00035473346710205076,0.010845501700171581,0.555,0.00019687707424163818,200
L19H24,attn,19,24,0.0003679561614990234,0.009846877198829233,0.535,0.00019685654640197754,200
L28H06,attn,28,6,0.00038587093353271485,0.0060462900942994,0.51,0.00019679417610168459,200
L02H06,attn,2,6,0.00033636093139648436,0.0012047964441870241,0.585,0.00019677114486694333,200
L28H15,attn,28,15,0.00037300586700439453,0.002361712188134104,0.525,0.00019582808017730715,200
L05H15,attn,5,15,0.0003306293487548828,0.0016149906511963542,0.58,0.00019176502227783202,200
L40H07,attn,40,7,0.00035795688629150393,0.0020887498595654934,0.535,0.0001915069341659546,200
L09H14,attn,9,14,0.0003292942047119141,0.0026695986514909424,0.58,0.00019099063873291016,200
L35H16,attn,35,16,0.0003494977951049805,0.008607901273632663,0.545,0.00019047629833221437,200
L10H07,attn,10,7,0.00035412311553955077,0.003292380835521807,0.535,0.00018945586681365966,200
L38H15,attn,38,15,0.00034792900085449217,0.002441302845132239,0.54,0.0001878816604614258,200
L06H23,attn,6,23,0.00032922744750976565,0.004236920874327604,0.57,0.0001876596450805664,200
L44H24,attn,44,24,0.0003496265411376953,0.0033497507871707807,0.53,0.00018530206680297852,200
L45H03,attn,45,3,0.0003484535217285156,0.0035208556766138295,0.525,0.0001829380989074707,200
L31H00,attn,31,0,0.00036545753479003904,0.0040811014762499225,0.5,0.00018272876739501952,200
L06H02,attn,6,2,0.00035552978515625,0.0037259583840021804,0.505,0.00017954254150390626,200
L45H12,attn,45,12,0.000343780517578125,0.005131700411457101,0.515,0.0001770469665527344,200
L09H10,attn,9,10,0.00032137393951416017,0.005497817694596985,0.545,0.0001751487970352173,200
L29H13,attn,29,13,0.0003325986862182617,0.004460463918082574,0.525,0.0001746143102645874,200
L47H08,attn,47,8,0.0002936124801635742,0.0020462416801991586,0.585,0.00017176330089569092,200
L15H10,attn,15,10,0.00035758495330810545,0.010696061213939373,0.48,0.00017164077758789062,200
L45H23,attn,45,23,0.0003247833251953125,0.0018778542302813341,0.525,0.00017051124572753907,200
L46H24,attn,46,24,0.00029626369476318357,0.004623653007683229,0.575,0.00017035162448883053,200
L36H15,attn,36,15,0.00029697418212890623,0.002990147735478644,0.57,0.00016927528381347653,200
L35H23,attn,35,23,0.00030455589294433596,0.00962525936150659,0.555,0.00016902852058410647,200
L37H15,attn,37,15,0.00035101890563964843,0.0028357796638008243,0.48,0.00016848907470703124,200
L06H10,attn,6,10,0.0003114891052246094,0.0016035946672506099,0.54,0.00016820411682128908,200
L18H22,attn,18,22,0.00036767959594726564,0.014167753192169088,0.455,0.00016729421615600587,200
L12H00,attn,12,0,0.00028797149658203123,0.00427214170314884,0.575,0.00016558361053466795,200
L04H06,attn,4,6,0.000312800407409668,0.004259239861347936,0.525,0.0001642202138900757,200
L03H08,attn,3,8,0.00029771804809570313,0.0032280977858734133,0.55,0.00016374492645263673,200
L39H19,attn,39,19,0.0002786397933959961,0.002232197457732227,0.58,0.00016161108016967774,200
L21H17,attn,21,17,0.000319976806640625,0.008680647992623797,0.505,0.00016158828735351563,200
L36H09,attn,36,9,0.0002870655059814453,0.0016025428060729924,0.56,0.0001607566833496094,200
L06H03,attn,6,3,0.00030252456665039065,0.004385172773896581,0.53,0.00016033802032470705,200
L28H03,attn,28,3,0.0003102254867553711,0.007821877474209538,0.515,0.00015976612567901612,200
L13H04,attn,13,4,0.00030127525329589846,0.004449481240263383,0.53,0.0001596758842468262,200
L44H16,attn,44,16,0.0002806997299194336,0.0015935220004193473,0.565,0.00015859534740447995,200
L26H19,attn,26,19,0.0002921581268310547,0.005537543730516347,0.54,0.00015776538848876956,200
L35H21,attn,35,21,0.0002465534210205078,0.0026321739265739302,0.635,0.00015656142234802243,200
L03H04,attn,3,4,0.00031160831451416016,0.0032624675316640516,0.495,0.00015424611568450928,200
L25H04,attn,25,4,0.0002848339080810547,0.008797691020543197,0.54,0.00015381031036376956,200
L15H13,attn,15,13,0.0002881622314453125,0.0016748953271165548,0.53,0.00015272598266601566,200
L24H02,attn,24,2,0.0003076601028442383,0.013338543738402387,0.495,0.00015229175090789796,200
L42H02,attn,42,2,0.00030686378479003905,0.008199974390221958,0.495,0.00015189757347106934,200
L11H21,attn,11,21,0.00025909900665283203,0.006259845464710203,0.58,0.00015027742385864256,200
L33H01,attn,33,1,0.0002923011779785156,0.0031249259706199943,0.51,0.00014907360076904297,200
L05H02,attn,5,2,0.0002741432189941406,0.003132291237997739,0.53,0.00014529590606689454,200
L43H07,attn,43,7,0.00026402950286865236,0.010801540343024031,0.55,0.00014521622657775882,200
L29H17,attn,29,17,0.0002561664581298828,0.00283964808907813,0.565,0.00014473404884338378,200
L38H14,attn,38,14,0.00023712158203125,0.002582974212486877,0.605,0.00014345855712890625,200
L35H15,attn,35,15,0.0002807283401489258,0.0024585298921803757,0.51,0.00014317145347595214,200
L43H20,attn,43,20,0.0003110218048095703,0.004172115379848467,0.46,0.00014307003021240235,200
L07H17,attn,7,17,0.00027345657348632813,0.0038010257616829424,0.52,0.00014219741821289064,200
L31H11,attn,31,11,0.00027405738830566407,0.005290560921342119,0.505,0.00013839898109436035,200
L40H02,attn,40,2,0.0002613496780395508,0.002821644458483236,0.525,0.00013720858097076416,200
L38H13,attn,38,13,0.0002355194091796875,0.0012521870549265476,0.58,0.00013660125732421874,200
L39H06,attn,39,6,0.0002551889419555664,0.003719607213604655,0.535,0.00013652608394622802,200
L45H21,attn,45,21,0.00023910045623779297,0.001733897799441879,0.57,0.00013628726005554198,200
L36H17,attn,36,17,0.00025362491607666015,0.0032764911775794536,0.535,0.00013568933010101318,200
L35H11,attn,35,11,0.000259246826171875,0.007762788081247671,0.52,0.000134808349609375,200
L08H00,attn,8,0,0.0002504587173461914,0.002729626121058058,0.535,0.0001339954137802124,200
L23H22,attn,23,22,0.0002235078811645508,0.00307668287169146,0.585,0.0001307521104812622,200
L29H06,attn,29,6,0.00023334503173828126,0.005894670016441167,0.555,0.0001295064926147461,200
L29H12,attn,29,12,0.00024727344512939456,0.0014940337642015097,0.52,0.00012858219146728517,200
L17H16,attn,17,16,0.0002392578125,0.0032452068224999467,0.52,0.0001244140625,200
L18H18,attn,18,18,0.00024882793426513674,0.0038506728509466698,0.495,0.00012316982746124269,200
L14H09,attn,14,9,0.0002357006072998047,0.004491905786080828,0.52,0.00012256431579589844,200
L02H05,attn,2,5,0.00024217605590820312,0.0036644930776125427,0.505,0.00012229890823364258,200
L16H21,attn,16,21,0.00021224498748779298,0.008390940360129752,0.57,0.00012097964286804198,200
L07H05,attn,7,5,0.00023258209228515625,0.002769775803247251,0.52,0.00012094268798828125,200
L40H06,attn,40,6,0.0002417421340942383,0.0024607768026885754,0.5,0.00012087106704711915,200
L12H20,attn,12,20,0.0002223682403564453,0.0038959071670811576,0.54,0.00012007884979248047,200
L19H08,attn,19,8,0.00022571563720703126,0.002537139379988309,0.525,0.00011850070953369141,200
L04H08,attn,4,8,0.00024628162384033204,0.003432211322190091,0.48,0.00011821517944335937,200
L08H14,attn,8,14,0.0002335166931152344,0.002254022552308931,0.505,0.00011792593002319337,200
L45H02,attn,45,2,0.0002278566360473633,0.0016577443225974542,0.515,0.0001173461675643921,200
L42H04,attn,42,4,0.0002456521987915039,0.002324771210705819,0.475,0.00011668479442596434,200
L15H09,attn,15,9,0.0002543115615844727,0.007247870661682318,0.45,0.00011444020271301271,200
L13H12,attn,13,12,0.00020227909088134765,0.004393325176360127,0.565,0.00011428768634796141,200
L34H20,attn,34,20,0.00020566940307617187,0.003103364822747753,0.555,0.0001141465187072754,200
L10H23,attn,10,23,0.00021209716796875,0.0038626581116142115,0.535,0.00011347198486328126,200
L26H20,attn,26,20,0.0002221536636352539,0.006385907349909332,0.51,0.0001132983684539795,200
L33H10,attn,33,10,0.00023034095764160156,0.012701015998326536,0.49,0.00011286706924438476,200
L20H12,attn,20,12,0.00020860671997070313,0.0060674815525647375,0.53,0.00011056156158447266,200
L39H16,attn,39,16,0.0002167224884033203,0.00475121901603814,0.51,0.00011052846908569337,200
L41H05,attn,41,5,0.00020134449005126953,0.0017367470459500453,0.54,0.00010872602462768555,200
L39H15,attn,39,15,0.0002164316177368164,0.003239475206878782,0.5,0.0001082158088684082,200
L34H12,attn,34,12,0.0002129077911376953,0.007372085063043594,0.505,0.00010751843452453614,200
L32H23,attn,32,23,0.00020649909973144531,0.0022956469157877457,0.52,0.00010737953186035157,200
L34H06,attn,34,6,0.00019042015075683593,0.0032287336970931654,0.55,0.00010473108291625977,200
L41H15,attn,41,15,0.00022162437438964842,0.0033474535825736436,0.47,0.00010416345596313475,200
L25H16,attn,25,16,0.0001815986633300781,0.001682344658632457,0.57,0.00010351123809814452,200
L07H20,attn,7,20,0.00021307468414306642,0.0031604144194953845,0.48,0.00010227584838867187,200
L05H11,attn,5,11,0.00017661571502685546,0.0006134653512105002,0.575,0.00010155403614044189,200
L36H24,attn,36,24,0.00018454551696777343,0.002055074975076604,0.55,0.0001015000343322754,200
L11H03,attn,11,3,0.00019089698791503905,0.0031537817237083676,0.525,0.0001002209186553955,200
L17H20,attn,17,20,0.00018210411071777343,0.008113528642846384,0.545,9.924674034118653e-05,200
L12H22,attn,12,22,0.00021680355072021485,0.004882281968677661,0.455,9.864561557769776e-05,200
L30H17,attn,30,17,0.00016976356506347655,0.0021920770426430004,0.57,9.676523208618163e-05,200
L02H03,attn,2,3,0.0001692819595336914,0.0011045576479188457,0.565,9.564430713653563e-05,200
L13H16,attn,13,16,0.00017692089080810546,0.0020146491100635367,0.54,9.553728103637695e-05,200
L35H20,attn,35,20,0.0001755523681640625,0.003553251288784469,0.53,9.304275512695314e-05,200
L31H23,attn,31,23,0.00015371322631835938,0.0017438345019988601,0.605,9.299650192260743e-05,200
L46H02,attn,46,2,0.00015848636627197266,0.0008893803061681573,0.58,9.192209243774414e-05,200
L29H01,attn,29,1,0.00016970634460449218,0.0029120722119433274,0.54,9.164142608642578e-05,200
L09H00,attn,9,0,0.0001643228530883789,0.0030516935299979976,0.555,9.11991834640503e-05,200
L09H05,attn,9,5,0.00016888618469238282,0.0024626580383828446,0.54,9.119853973388672e-05,200
L29H11,attn,29,11,0.0002150106430053711,0.005193709782364582,0.42,9.030447006225586e-05,200
L16H07,attn,16,7,0.00017877578735351563,0.010663311188405999,0.505,9.02817726135254e-05,200
L14H15,attn,14,15,0.00016307353973388672,0.006674468300119188,0.55,8.96904468536377e-05,200
L10H16,attn,10,16,0.0001541566848754883,0.003099877994172808,0.58,8.94108772277832e-05,200
L14H08,attn,14,8,0.00016487598419189452,0.004858697134053904,0.535,8.820865154266358e-05,200
L26H18,attn,26,18,0.00016637325286865236,0.019498448597458674,0.53,8.817782402038576e-05,200
L32H18,attn,32,18,0.0001695585250854492,0.008414462872833017,0.52,8.81704330444336e-05,200
L14H05,attn,14,5,0.00017640113830566406,0.006385328287654636,0.495,8.73185634613037e-05,200
L14H04,attn,14,4,0.00016232967376708985,0.0035518105548533302,0.515,8.359978199005127e-05,200
L04H18,attn,4,18,0.00014365196228027343,0.002614886676287384,0.58,8.331813812255859e-05,200
L04H02,attn,4,2,0.00014181613922119142,0.0013180879762147663,0.585,8.296244144439697e-05,200
L37H04,attn,37,4,0.000162506103515625,0.0031941176164658404,0.51,8.287811279296876e-05,200
L22H10,attn,22,10,0.00018247127532958985,0.005240550370035925,0.45,8.211207389831543e-05,200
L11H00,attn,11,0,0.00015051841735839845,0.005332853030189502,0.545,8.203253746032716e-05,200
L47H19,attn,47,19,0.00015504360198974608,0.003688229532130526,0.525,8.139789104461669e-05,200
L36H03,attn,36,3,0.00017300128936767578,0.0031256326402818906,0.47,8.131060600280762e-05,200
L33H08,attn,33,8,0.00014945507049560547,0.0034827303096738108,0.54,8.070573806762696e-05,200
L12H01,attn,12,1,0.0001464223861694336,0.0017564831316304946,0.545,7.980020046234131e-05,200
L02H09,attn,2,9,0.00014852046966552736,0.001596505898710851,0.535,7.945845127105714e-05,200
L47H17,attn,47,17,0.00015192508697509766,0.006037803317812923,0.52,7.900104522705078e-05,200
L44H02,attn,44,2,0.00014721870422363282,0.00895280520770176,0.535,7.876200675964356e-05,200
L00H22,attn,0,22,0.0001365089416503906,0.0035743965766345445,0.57,7.781009674072264e-05,200
L10H03,attn,10,3,0.00015783309936523438,0.0019034588656596802,0.49,7.733821868896484e-05,200
L05H10,attn,5,10,0.00015781402587890624,0.0026321158700921173,0.49,7.732887268066406e-05,200
L05H19,attn,5,19,0.00013393402099609375,0.001978988333111269,0.555,7.433338165283204e-05,200
L41H11,attn,41,11,0.0001597261428833008,0.003152238066628823,0.465,7.427265644073487e-05,200
L47H20,attn,47,20,0.00013322830200195311,0.0015114518666959442,0.555,7.394170761108399e-05,200
L10H06,attn,10,6,0.00013178348541259766,0.0025033427279811072,0.56,7.37987518310547e-05,200
L40H15,attn,40,15,0.00016112804412841798,0.0017437907344803162,0.455,7.331326007843018e-05,200
L01H01,attn,1,1,0.00013224601745605468,0.0013767015575715702,0.545,7.20740795135498e-05,200
L02H22,attn,2,22,0.00014008522033691405,0.0031899454886540617,0.51,7.144346237182617e-05,200
L00H06,attn,0,6,0.0001328277587890625,0.0022165949947058525,0.53,7.039871215820314e-05,200
L34H04,attn,34,4,0.00014276981353759767,0.0026729381810087077,0.49,6.995720863342286e-05,200
L14H11,attn,14,11,0.0001385354995727539,0.007079492220804773,0.5,6.926774978637695e-05,200
L02H10,attn,2,10,0.00014891624450683594,0.00620154102836427,0.46,6.850147247314454e-05,200
