component,type,layer,head,mean_ie,consistency,score
L42H15,attn,42,15,0.0004110383987426758,0.65,0.00026717495918273927
L28H23,attn,28,23,0.0004845666885375977,0.55,0.00026651167869567874
L31H04,attn,31,4,0.0004958343505859375,0.53,0.00026279220581054686
L34H02,attn,34,2,0.00045990943908691406,0.57,0.000262148380279541
L24H09,attn,24,9,0.00047524452209472655,0.55,0.0002613844871520996
L45H01,attn,45,1,0.00046370506286621095,0.56,0.00025967483520507816
L36H11,attn,36,11,0.00045902252197265624,0.565,0.00025934772491455075
L28H09,attn,28,9,0.0005084848403930664,0.51,0.00025932726860046387
L01H03,attn,1,3,0.0004242992401123047,0.61,0.00025882253646850587
L01H04,attn,1,4,0.0004461765289306641,0.575,0.00025655150413513185
L46H09,attn,46,9,0.0005010032653808594,0.51,0.0002555116653442383
L17H15,attn,17,15,0.0004970693588256836,0.51,0.00025350537300109866
L15H23,attn,15,23,0.0004922151565551758,0.515,0.0002534908056259155
L21H19,attn,21,19,0.00046821117401123045,0.54,0.00025283403396606446
L02H18,attn,2,18,0.00047389507293701174,0.53,0.00025116438865661623
L22H08,attn,22,8,0.000460357666015625,0.545,0.00025089492797851563
L38H20,attn,38,20,0.00043390274047851564,0.575,0.00024949407577514647
L04H24,attn,4,24,0.000473780632019043,0.525,0.0002487348318099976
L12H13,attn,12,13,0.0004715108871459961,0.52,0.00024518566131591797
L39H14,attn,39,14,0.00043980598449707033,0.55,0.0002418932914733887
L33H00,attn,33,0,0.0005070257186889648,0.475,0.00024083721637725827
L16H09,attn,16,9,0.00042754650115966797,0.56,0.00023942604064941409
L34H19,attn,34,19,0.00043543815612792966,0.545,0.0002373137950897217
L44H07,attn,44,7,0.0005046367645263672,0.47,0.00023717927932739256
L12H08,attn,12,8,0.00048320293426513673,0.49,0.00023676943778991699
L41H06,attn,41,6,0.0004594230651855469,0.515,0.00023660287857055665
L18H05,attn,18,5,0.0004071664810180664,0.58,0.0002361565589904785
L03H11,attn,3,11,0.000408935546875,0.57,0.00023309326171875
L05H07,attn,5,7,0.0003962564468383789,0.585,0.00023181002140045163
L28H04,attn,28,4,0.000383152961730957,0.605,0.00023180754184722898
L23H05,attn,23,5,0.00044106006622314454,0.52,0.00022935123443603518
L29H07,attn,29,7,0.0004491424560546875,0.51,0.0002290626525878906
L28H22,attn,28,22,0.00038162708282470705,0.6,0.0002289762496948242
L45H18,attn,45,18,0.0003869247436523438,0.59,0.0002282855987548828
L46H17,attn,46,17,0.0003647947311401367,0.62,0.00022617273330688477
L04H14,attn,4,14,0.00045162200927734375,0.5,0.00022581100463867188
L03H06,attn,3,6,0.00040411949157714844,0.555,0.00022428631782531742
L29H18,attn,29,18,0.00040705204010009765,0.55,0.00022387862205505373
L07H18,attn,7,18,0.00043431758880615236,0.515,0.00022367355823516848
L44H08,attn,44,8,0.000369720458984375,0.595,0.00021998367309570313
L37H19,attn,37,19,0.00039604663848876956,0.555,0.00021980588436126713
L14H10,attn,14,10,0.0003902721405029297,0.56,0.00021855239868164066
L31H15,attn,31,15,0.00045840740203857423,0.475,0.00021774351596832276
L13H24,attn,13,24,0.0003774118423461914,0.575,0.00021701180934906005
L20H21,attn,20,21,0.00040163516998291014,0.54,0.0002168829917907715
L38H12,attn,38,12,0.0003835630416870117,0.55,0.00021095967292785646
L11H15,attn,11,15,0.00038916587829589843,0.54,0.00021014957427978515
L02H15,attn,2,15,0.0003578472137451172,0.575,0.00020576214790344238
L16H16,attn,16,16,0.00039678096771240235,0.515,0.0002043421983718872
L04H12,attn,4,12,0.0003613710403442383,0.565,0.00020417463779449463
L29H09,attn,29,9,0.00034585952758789065,0.585,0.00020232782363891602
L00H10,attn,0,10,0.00036301612854003904,0.55,0.0001996588706970215
L07H10,attn,7,10,0.0003557872772216797,0.56,0.00019924087524414064
L38H17,attn,38,17,0.00038170814514160156,0.52,0.0001984882354736328
L34H00,attn,34,0,0.00034220218658447265,0.58,0.00019847726821899412
L31H22,attn,31,22,0.00035473346710205076,0.555,0.00019687707424163818
L19H24,attn,19,24,0.0003679561614990234,0.535,0.00019685654640197754
L28H06,attn,28,6,0.00038587093353271485,0.51,0.00019679417610168459
L02H06,attn,2,6,0.00033636093139648436,0.585,0.00019677114486694333
L28H15,attn,28,15,0.00037300586700439453,0.525,0.00019582808017730715
L05H15,attn,5,15,0.0003306293487548828,0.58,0.00019176502227783202
L40H07,attn,40,7,0.00035795688629150393,0.535,0.0001915069341659546
L09H14,attn,9,14,0.0003292942047119141,0.58,0.00019099063873291016
L35H16,attn,35,16,0.0003494977951049805,0.545,0.00019047629833221437
L10H07,attn,10,7,0.00035412311553955077,0.535,0.00018945586681365966
L38H15,attn,38,15,0.00034792900085449217,0.54,0.0001878816604614258
L06H23,attn,6,23,0.00032922744750976565,0.57,0.0001876596450805664
L44H24,attn,44,24,0.0003496265411376953,0.53,0.00018530206680297852
L45H03,attn,45,3,0.0003484535217285156,0.525,0.0001829380989074707
L31H00,attn,31,0,0.00036545753479003904,0.5,0.00018272876739501952
L06H02,attn,6,2,0.00035552978515625,0.505,0.00017954254150390626
L45H12,attn,45,12,0.000343780517578125,0.515,0.0001770469665527344
L09H10,attn,9,10,0.00032137393951416017,0.545,0.0001751487970352173
L29H13,attn,29,13,0.0003325986862182617,0.525,0.0001746143102645874
L47H08,attn,47,8,0.0002936124801635742,0.585,0.00017176330089569092
L15H10,attn,15,10,0.00035758495330810545,0.48,0.00017164077758789062
L45H23,attn,45,23,0.0003247833251953125,0.525,0.00017051124572753907
L46H24,attn,46,24,0.00029626369476318357,0.575,0.00017035162448883053
L36H15,attn,36,15,0.00029697418212890623,0.57,0.00016927528381347653
L35H23,attn,35,23,0.00030455589294433596,0.555,0.00016902852058410647
L37H15,attn,37,15,0.00035101890563964843,0.48,0.00016848907470703124
L06H10,attn,6,10,0.0003114891052246094,0.54,0.00016820411682128908
L18H22,attn,18,22,0.00036767959594726564,0.455,0.00016729421615600587
L12H00,attn,12,0,0.00028797149658203123,0.575,0.00016558361053466795
L04H06,attn,4,6,0.000312800407409668,0.525,0.0001642202138900757
L03H08,attn,3,8,0.00029771804809570313,0.55,0.00016374492645263673
L39H19,attn,39,19,0.0002786397933959961,0.58,0.00016161108016967774
L21H17,attn,21,17,0.000319976806640625,0.505,0.00016158828735351563
L36H09,attn,36,9,0.0002870655059814453,0.56,0.0001607566833496094
L06H03,attn,6,3,0.00030252456665039065,0.53,0.00016033802032470705
L28H03,attn,28,3,0.0003102254867553711,0.515,0.00015976612567901612
L13H04,attn,13,4,0.00030127525329589846,0.53,0.0001596758842468262
L44H16,attn,44,16,0.0002806997299194336,0.565,0.00015859534740447995
L26H19,attn,26,19,0.0002921581268310547,0.54,0.00015776538848876956
L35H21,attn,35,21,0.0002465534210205078,0.635,0.00015656142234802243
L03H04,attn,3,4,0.00031160831451416016,0.495,0.00015424611568450928
L25H04,attn,25,4,0.0002848339080810547,0.54,0.00015381031036376956
L15H13,attn,15,13,0.0002881622314453125,0.53,0.00015272598266601566
L24H02,attn,24,2,0.0003076601028442383,0.495,0.00015229175090789796
L42H02,attn,42,2,0.00030686378479003905,0.495,0.00015189757347106934
L11H21,attn,11,21,0.00025909900665283203,0.58,0.00015027742385864256
L33H01,attn,33,1,0.0002923011779785156,0.51,0.00014907360076904297
L05H02,attn,5,2,0.0002741432189941406,0.53,0.00014529590606689454
L43H07,attn,43,7,0.00026402950286865236,0.55,0.00014521622657775882
L29H17,attn,29,17,0.0002561664581298828,0.565,0.00014473404884338378
L38H14,attn,38,14,0.00023712158203125,0.605,0.00014345855712890625
L35H15,attn,35,15,0.0002807283401489258,0.51,0.00014317145347595214
L43H20,attn,43,20,0.0003110218048095703,0.46,0.00014307003021240235
L07H17,attn,7,17,0.00027345657348632813,0.52,0.00014219741821289064
L31H11,attn,31,11,0.00027405738830566407,0.505,0.00013839898109436035
L40H02,attn,40,2,0.0002613496780395508,0.525,0.00013720858097076416
L38H13,attn,38,13,0.0002355194091796875,0.58,0.00013660125732421874
L39H06,attn,39,6,0.0002551889419555664,0.535,0.00013652608394622802
L45H21,attn,45,21,0.00023910045623779297,0.57,0.00013628726005554198
L36H17,attn,36,17,0.00025362491607666015,0.535,0.00013568933010101318
L35H11,attn,35,11,0.000259246826171875,0.52,0.000134808349609375
L08H00,attn,8,0,0.0002504587173461914,0.535,0.0001339954137802124
L23H22,attn,23,22,0.0002235078811645508,0.585,0.0001307521104812622
L29H06,attn,29,6,0.00023334503173828126,0.555,0.0001295064926147461
L29H12,attn,29,12,0.00024727344512939456,0.52,0.00012858219146728517
L17H16,attn,17,16,0.0002392578125,0.52,0.0001244140625
L18H18,attn,18,18,0.00024882793426513674,0.495,0.00012316982746124269
L14H09,attn,14,9,0.0002357006072998047,0.52,0.00012256431579589844
L02H05,attn,2,5,0.00024217605590820312,0.505,0.00012229890823364258
L16H21,attn,16,21,0.00021224498748779298,0.57,0.00012097964286804198
L07H05,attn,7,5,0.00023258209228515625,0.52,0.00012094268798828125
L40H06,attn,40,6,0.0002417421340942383,0.5,0.00012087106704711915
L12H20,attn,12,20,0.0002223682403564453,0.54,0.00012007884979248047
L19H08,attn,19,8,0.00022571563720703126,0.525,0.00011850070953369141
L04H08,attn,4,8,0.00024628162384033204,0.48,0.00011821517944335937
L08H14,attn,8,14,0.0002335166931152344,0.505,0.00011792593002319337
L45H02,attn,45,2,0.0002278566360473633,0.515,0.0001173461675643921
L42H04,attn,42,4,0.0002456521987915039,0.475,0.00011668479442596434
L15H09,attn,15,9,0.0002543115615844727,0.45,0.00011444020271301271
L13H12,attn,13,12,0.00020227909088134765,0.565,0.00011428768634796141
L34H20,attn,34,20,0.00020566940307617187,0.555,0.0001141465187072754
L10H23,attn,10,23,0.00021209716796875,0.535,0.00011347198486328126
L26H20,attn,26,20,0.0002221536636352539,0.51,0.0001132983684539795
L33H10,attn,33,10,0.00023034095764160156,0.49,0.00011286706924438476
L20H12,attn,20,12,0.00020860671997070313,0.53,0.00011056156158447266
L39H16,attn,39,16,0.0002167224884033203,0.51,0.00011052846908569337
L41H05,attn,41,5,0.00020134449005126953,0.54,0.00010872602462768555
L39H15,attn,39,15,0.0002164316177368164,0.5,0.0001082158088684082
L34H12,attn,34,12,0.0002129077911376953,0.505,0.00010751843452453614
L32H23,attn,32,23,0.00020649909973144531,0.52,0.00010737953186035157
L34H06,attn,34,6,0.00019042015075683593,0.55,0.00010473108291625977
L41H15,attn,41,15,0.00022162437438964842,0.47,0.00010416345596313475
L25H16,attn,25,16,0.0001815986633300781,0.57,0.00010351123809814452
L07H20,attn,7,20,0.00021307468414306642,0.48,0.00010227584838867187
L05H11,attn,5,11,0.00017661571502685546,0.575,0.00010155403614044189
L36H24,attn,36,24,0.00018454551696777343,0.55,0.0001015000343322754
L11H03,attn,11,3,0.00019089698791503905,0.525,0.0001002209186553955
L17H20,attn,17,20,0.00018210411071777343,0.545,9.924674034118653e-05
L12H22,attn,12,22,0.00021680355072021485,0.455,9.864561557769776e-05
L30H17,attn,30,17,0.00016976356506347655,0.57,9.676523208618163e-05
L02H03,attn,2,3,0.0001692819595336914,0.565,9.564430713653563e-05
L13H16,attn,13,16,0.00017692089080810546,0.54,9.553728103637695e-05
L35H20,attn,35,20,0.0001755523681640625,0.53,9.304275512695314e-05
L31H23,attn,31,23,0.00015371322631835938,0.605,9.299650192260743e-05
L46H02,attn,46,2,0.00015848636627197266,0.58,9.192209243774414e-05
L29H01,attn,29,1,0.00016970634460449218,0.54,9.164142608642578e-05
L09H00,attn,9,0,0.0001643228530883789,0.555,9.11991834640503e-05
L09H05,attn,9,5,0.00016888618469238282,0.54,9.119853973388672e-05
L29H11,attn,29,11,0.0002150106430053711,0.42,9.030447006225586e-05
L16H07,attn,16,7,0.00017877578735351563,0.505,9.02817726135254e-05
L14H15,attn,14,15,0.00016307353973388672,0.55,8.96904468536377e-05
L10H16,attn,10,16,0.0001541566848754883,0.58,8.94108772277832e-05
L14H08,attn,14,8,0.00016487598419189452,0.535,8.820865154266358e-05
L26H18,attn,26,18,0.00016637325286865236,0.53,8.817782402038576e-05
L32H18,attn,32,18,0.0001695585250854492,0.52,8.81704330444336e-05
