component,type,layer,head,mean_ie,consistency,score
L45H19,attn,45,19,-0.0005599641799926757,0.415,-0.00023238513469696042
L31H19,attn,31,19,-0.0004583549499511719,0.51,-0.00023376102447509768
L35H04,attn,35,4,-0.0005533170700073243,0.425,-0.0002351597547531128
L47H02,attn,47,2,-0.0004938268661499024,0.48,-0.00023703689575195315
L05H03,attn,5,3,-0.0004956579208374024,0.48,-0.00023791580200195313
L30H18,attn,30,18,-0.0005075645446777344,0.47,-0.00023855533599853514
L19H22,attn,19,22,-0.0005366230010986329,0.445,-0.00023879723548889164
L41H03,attn,41,3,-0.0005311727523803711,0.45,-0.000239027738571167
L08H03,attn,8,3,-0.00048574447631835935,0.5,-0.00024287223815917968
L29H22,attn,29,22,-0.0004973793029785156,0.49,-0.00024371585845947262
L12H11,attn,12,11,-0.0005748939514160157,0.425,-0.00024432992935180666
L13H05,attn,13,5,-0.00046776771545410157,0.525,-0.0002455780506134033
L44H11,attn,44,11,-0.0005668830871582031,0.435,-0.00024659414291381836
L38H01,attn,38,1,-0.000543365478515625,0.455,-0.00024723129272460935
L27H05,attn,27,5,-0.0005378913879394531,0.46,-0.00024743003845214846
L34H11,attn,34,11,-0.0005516386032104492,0.45,-0.00024823737144470215
L17H03,attn,17,3,-0.0006378316879272461,0.39,-0.000248754358291626
L39H09,attn,39,9,-0.0006205892562866211,0.405,-0.00025133864879608157
L40H16,attn,40,16,-0.0006015729904174804,0.42,-0.0002526606559753418
L30H03,attn,30,3,-0.0005616092681884765,0.45,-0.00025272417068481444
L17H17,attn,17,17,-0.000514378547668457,0.495,-0.00025461738109588624
L33H21,attn,33,21,-0.0005419349670410156,0.47,-0.00025470943450927734
L14H07,attn,14,7,-0.000520777702331543,0.49,-0.00025518107414245606
L37H14,attn,37,14,-0.0006504440307617187,0.395,-0.0002569253921508789
L13H02,attn,13,2,-0.0005980539321899414,0.43,-0.0002571631908416748
L13H18,attn,13,18,-0.0006698513031005859,0.385,-0.00025789275169372557
L22H12,attn,22,12,-0.0005487346649169922,0.47,-0.0002579052925109863
L26H03,attn,26,3,-0.0005336570739746094,0.485,-0.00025882368087768554
L21H02,attn,21,2,-0.0005130577087402344,0.505,-0.0002590941429138184
L35H13,attn,35,13,-0.0005772161483764648,0.455,-0.0002626333475112915
L05H08,attn,5,8,-0.000586552619934082,0.45,-0.0002639486789703369
L44H23,attn,44,23,-0.0005671787261962891,0.47,-0.00026657400131225586
L45H22,attn,45,22,-0.0006288433074951172,0.425,-0.0002672584056854248
L43H15,attn,43,15,-0.0005686473846435547,0.47,-0.0002672642707824707
L06H05,attn,6,5,-0.0006112194061279297,0.44,-0.0002689365386962891
L37H05,attn,37,5,-0.0006328105926513671,0.43,-0.00027210855484008785
L08H07,attn,8,7,-0.000598139762878418,0.455,-0.0002721535921096802
L27H02,attn,27,2,-0.0006336832046508789,0.445,-0.00028198902606964114
L16H08,attn,16,8,-0.0005935382843017578,0.48,-0.00028489837646484374
L42H12,attn,42,12,-0.0007928991317749023,0.36,-0.0002854436874389648
L37H18,attn,37,18,-0.0006436347961425781,0.445,-0.00028641748428344724
L04H17,attn,4,17,-0.0005124664306640625,0.56,-0.000286981201171875
L33H17,attn,33,17,-0.0006179285049438477,0.465,-0.0002873367547988892
L06H01,attn,6,1,-0.0005814075469970703,0.495,-0.0002877967357635498
L08H16,attn,8,16,-0.0006151771545410156,0.47,-0.0002891332626342773
L04H05,attn,4,5,-0.0008305644989013672,0.35,-0.0002906975746154785
L03H24,attn,3,24,-0.0007465124130249023,0.39,-0.0002911398410797119
L05H22,attn,5,22,-0.0006858253479003906,0.425,-0.000291475772857666
L13H17,attn,13,17,-0.0005952739715576172,0.49,-0.00029168424606323246
L24H14,attn,24,14,-0.0007336568832397461,0.405,-0.0002971310377120972
L04H22,attn,4,22,-0.0008047866821289062,0.37,-0.0002977710723876953
L13H00,attn,13,0,-0.0006335926055908203,0.48,-0.00030412445068359376
L07H04,attn,7,4,-0.000807194709777832,0.38,-0.00030673398971557616
L23H23,attn,23,23,-0.0006066703796386719,0.515,-0.000312435245513916
L37H11,attn,37,11,-0.0006596326828002929,0.475,-0.00031332552433013913
L47H12,attn,47,12,-0.0008035898208618164,0.39,-0.0003134000301361084
L10H10,attn,10,10,-0.0007651710510253907,0.41,-0.00031372013092041017
L45H07,attn,45,7,-0.0007792282104492188,0.405,-0.00031558742523193364
L04H09,attn,4,9,-0.0006577253341674804,0.49,-0.0003222854137420654
L18H09,attn,18,9,-0.0007247257232666015,0.445,-0.00032250294685363766
L08H10,attn,8,10,-0.0006862640380859375,0.47,-0.0003225440979003906
L40H23,attn,40,23,-0.0006572246551513672,0.495,-0.00032532620429992677
L17H21,attn,17,21,-0.0006748437881469727,0.485,-0.00032729923725128174
L44H17,attn,44,17,-0.0007121419906616211,0.46,-0.0003275853157043457
L17H05,attn,17,5,-0.0006330299377441406,0.525,-0.00033234071731567385
L27H13,attn,27,13,-0.0006783294677734375,0.49,-0.00033238143920898437
L13H14,attn,13,14,-0.0007515954971313477,0.445,-0.0003344599962234497
L01H17,attn,1,17,-0.0007445478439331055,0.45,-0.00033504652976989747
L25H17,attn,25,17,-0.0007421302795410156,0.455,-0.0003376692771911621
L22H01,attn,22,1,-0.0007341289520263672,0.465,-0.00034136996269226077
L09H18,attn,9,18,-0.0007791233062744141,0.44,-0.0003428142547607422
L12H03,attn,12,3,-0.0007984113693237305,0.43,-0.0003433168888092041
L45H05,attn,45,5,-0.0007412195205688477,0.465,-0.00034466707706451417
L33H14,attn,33,14,-0.0007145881652832031,0.485,-0.0003465752601623535
L14H19,attn,14,19,-0.0007557296752929688,0.46,-0.0003476356506347657
L00H09,attn,0,9,-0.0007340240478515625,0.475,-0.00034866142272949215
L27H10,attn,27,10,-0.0007134056091308593,0.49,-0.0003495687484741211
L18H01,attn,18,1,-0.000778031349182129,0.45,-0.00035011410713195804
L14H03,attn,14,3,-0.0008512353897094727,0.415,-0.00035326268672943115
L28H02,attn,28,2,-0.0007531881332397461,0.47,-0.0003539984226226806
L42H14,attn,42,14,-0.0006892251968383789,0.515,-0.00035495097637176516
L31H07,attn,31,7,-0.0008772802352905273,0.405,-0.0003552984952926636
L33H24,attn,33,24,-0.0009109210968017578,0.395,-0.00035981383323669433
L26H12,attn,26,12,-0.0009119606018066406,0.395,-0.0003602244377136231
L38H21,attn,38,21,-0.0007530021667480469,0.49,-0.000368971061706543
L33H19,attn,33,19,-0.0009134197235107422,0.405,-0.00036993498802185057
L31H09,attn,31,9,-0.0010184907913208007,0.365,-0.00037174913883209225
L09H08,attn,9,8,-0.0008527278900146484,0.44,-0.0003752002716064453
L25H24,attn,25,24,-0.00076629638671875,0.49,-0.00037548522949218746
L46H13,attn,46,13,-0.0007450437545776367,0.505,-0.00037624709606170657
L02H12,attn,2,12,-0.0007703447341918945,0.495,-0.00038132064342498776
L19H13,attn,19,13,-0.0009135770797729493,0.42,-0.00038370237350463866
L11H02,attn,11,2,-0.0008267927169799805,0.465,-0.00038445861339569097
L30H05,attn,30,5,-0.0009654045104980468,0.405,-0.00039098882675170897
L30H11,attn,30,11,-0.0009480571746826172,0.415,-0.00039344372749328615
L19H18,attn,19,18,-0.000812525749206543,0.485,-0.00039407498836517335
L32H20,attn,32,20,-0.0009830808639526368,0.405,-0.00039814774990081794
L06H09,attn,6,9,-0.000926809310913086,0.435,-0.0004031620502471924
L42H22,attn,42,22,-0.0010346603393554688,0.39,-0.00040351753234863283
L24H06,attn,24,6,-0.0010350370407104493,0.39,-0.00040366444587707525
L10H05,attn,10,5,-0.0009233808517456055,0.44,-0.0004062875747680664
L15H11,attn,15,11,-0.0009067773818969727,0.45,-0.0004080498218536377
L22H07,attn,22,7,-0.0010237932205200196,0.4,-0.0004095172882080079
L38H18,attn,38,18,-0.0009539794921875,0.43,-0.000410211181640625
L07H24,attn,7,24,-0.0008854913711547852,0.465,-0.00041175348758697514
L27H17,attn,27,17,-0.000878443717956543,0.47,-0.00041286854743957516
L11H09,attn,11,9,-0.0010663700103759766,0.39,-0.0004158843040466309
L26H00,attn,26,0,-0.0009475898742675781,0.44,-0.00041693954467773435
L20H06,attn,20,6,-0.0009564733505249023,0.44,-0.000420848274230957
L18H17,attn,18,17,-0.0009486913681030273,0.445,-0.00042216765880584715
L16H14,attn,16,14,-0.0010047674179077149,0.425,-0.00042702615261077883
L35H05,attn,35,5,-0.0010306024551391601,0.415,-0.0004277000188827514
L44H01,attn,44,1,-0.000988016128540039,0.44,-0.0004347270965576172
L08H15,attn,8,15,-0.0009026622772216797,0.485,-0.00043779120445251463
L13H20,attn,13,20,-0.0009640741348266601,0.455,-0.00043865373134613036
L14H22,attn,14,22,-0.0010455322265625,0.42,-0.00043912353515624997
L10H13,attn,10,13,-0.0010155725479125976,0.435,-0.00044177405834198
L22H11,attn,22,11,-0.001029634475708008,0.43,-0.00044274282455444337
L29H23,attn,29,23,-0.0009635257720947266,0.46,-0.0004432218551635743
L33H11,attn,33,11,-0.0008544921875,0.52,-0.0004443359375
L22H19,attn,22,19,-0.0009609699249267578,0.465,-0.0004468510150909424
L32H08,attn,32,8,-0.0009776639938354492,0.46,-0.00044972543716430665
L10H18,attn,10,18,-0.0011150598526000976,0.405,-0.0004515992403030395
L32H16,attn,32,16,-0.0009520912170410157,0.475,-0.0004522433280944824
L29H24,attn,29,24,-0.0009540653228759765,0.475,-0.0004531810283660888
L02H17,attn,2,17,-0.0010022163391113282,0.455,-0.00045600843429565433
L47H24,attn,47,24,-0.000906834602355957,0.505,-0.0004579514741897583
L13H01,attn,13,1,-0.0011389780044555665,0.405,-0.00046128609180450447
L20H09,attn,20,9,-0.0011171865463256835,0.415,-0.0004636324167251586
L27H03,attn,27,3,-0.0010509490966796875,0.445,-0.0004676723480224609
L34H01,attn,34,1,-0.0012215900421142579,0.385,-0.0004703121662139893
L17H12,attn,17,12,-0.0011257028579711914,0.42,-0.00047279520034790035
L25H12,attn,25,12,-0.0010935592651367188,0.435,-0.0004756982803344727
L09H16,attn,9,16,-0.0009752893447875976,0.49,-0.00047789177894592283
L31H12,attn,31,12,-0.001125354766845703,0.425,-0.0004782757759094238
L21H23,attn,21,23,-0.001305074691772461,0.37,-0.0004828776359558106
L23H04,attn,23,4,-0.001119375228881836,0.435,-0.00048692822456359864
L30H20,attn,30,20,-0.0011490583419799805,0.425,-0.0004883497953414917
L24H22,attn,24,22,-0.0012098455429077149,0.415,-0.0005020859003067017
L14H02,attn,14,2,-0.0011957263946533203,0.425,-0.0005081837177276611
L14H17,attn,14,17,-0.0013735246658325194,0.375,-0.0005150717496871948
L12H14,attn,12,14,-0.001125783920288086,0.465,-0.00052348952293396
L32H13,attn,32,13,-0.001473088264465332,0.36,-0.0005303117752075195
L05H01,attn,5,1,-0.0012540197372436523,0.43,-0.0005392284870147705
L34H09,attn,34,9,-0.0014704418182373046,0.37,-0.0005440634727478027
L21H10,attn,21,10,-0.0011966705322265625,0.455,-0.0005444850921630859
L06H22,attn,6,22,-0.001282062530517578,0.425,-0.0005448765754699706
L16H15,attn,16,15,-0.0011941957473754882,0.46,-0.0005493300437927247
L15H17,attn,15,17,-0.001451873779296875,0.38,-0.0005517120361328126
L11H14,attn,11,14,-0.0012452936172485352,0.445,-0.0005541556596755982
L22H21,attn,22,21,-0.0013859033584594726,0.4,-0.000554361343383789
L04H13,attn,4,13,-0.0012697219848632813,0.44,-0.0005586776733398438
L16H05,attn,16,5,-0.001179342269897461,0.475,-0.000560187578201294
L07H11,attn,7,11,-0.0013706111907958985,0.41,-0.0005619505882263183
L38H24,attn,38,24,-0.0017328214645385741,0.325,-0.0005631669759750366
L22H18,attn,22,18,-0.0012040853500366211,0.475,-0.000571940541267395
L44H19,attn,44,19,-0.0012454795837402344,0.46,-0.0005729206085205078
L28H10,attn,28,10,-0.0012564611434936522,0.465,-0.0005842544317245483
L45H04,attn,45,4,-0.0015102767944335938,0.39,-0.0005890079498291017
L44H13,attn,44,13,-0.0012610816955566405,0.47,-0.000592708396911621
L39H23,attn,39,23,-0.0012843275070190429,0.465,-0.000597212290763855
L06H04,attn,6,4,-0.0014603948593139649,0.41,-0.0005987618923187256
L05H14,attn,5,14,-0.0013330888748168946,0.45,-0.0005998899936676026
L39H12,attn,39,12,-0.0016070795059204101,0.38,-0.0006106902122497559
L18H08,attn,18,8,-0.0011811494827270509,0.52,-0.0006141977310180664
L38H06,attn,38,6,-0.0012221479415893556,0.505,-0.0006171847105026245
L21H07,attn,21,7,-0.001552724838256836,0.4,-0.0006210899353027345
L36H20,attn,36,20,-0.001581096649169922,0.395,-0.0006245331764221192
L21H13,attn,21,13,-0.0014531946182250977,0.43,-0.000624873685836792
L12H15,attn,12,15,-0.0016061830520629882,0.39,-0.0006264113903045655
L04H19,attn,4,19,-0.001367487907409668,0.46,-0.0006290444374084473
L40H01,attn,40,1,-0.00137906551361084,0.46,-0.0006343701362609864
L39H22,attn,39,22,-0.0013173627853393555,0.485,-0.0006389209508895874
L18H23,attn,18,23,-0.0016290140151977539,0.395,-0.0006434605360031128
L11H20,attn,11,20,-0.0016016292572021485,0.405,-0.0006486598491668702
L27H24,attn,27,24,-0.0014748764038085937,0.445,-0.0006563199996948243
L21H04,attn,21,4,-0.0016891145706176757,0.395,-0.000667200255393982
L22H02,attn,22,2,-0.0016346645355224609,0.41,-0.000670212459564209
L17H18,attn,17,18,-0.0015630197525024413,0.43,-0.0006720984935760498
L08H09,attn,8,9,-0.0014028263092041016,0.48,-0.0006733566284179688
L44H03,attn,44,3,-0.0014776039123535157,0.46,-0.0006796977996826173
L11H17,attn,11,17,-0.0014459085464477539,0.475,-0.0006868065595626831
L37H03,attn,37,3,-0.0013926601409912109,0.495,-0.0006893667697906494
L14H06,attn,14,6,-0.0017798757553100586,0.395,-0.0007030509233474732
L25H08,attn,25,8,-0.0014650821685791016,0.48,-0.0007032394409179687
L16H03,attn,16,3,-0.0015823745727539063,0.445,-0.0007041566848754883
L15H01,attn,15,1,-0.0016383218765258789,0.43,-0.000704478406906128
L28H24,attn,28,24,-0.0018090438842773438,0.39,-0.0007055271148681641
L19H03,attn,19,3,-0.0014124202728271484,0.51,-0.0007203343391418457
L12H21,attn,12,21,-0.0015016555786132812,0.48,-0.0007207946777343749
L13H06,attn,13,6,-0.0018315649032592774,0.395,-0.0007234681367874146
L25H05,attn,25,5,-0.0020240831375122072,0.37,-0.0007489107608795167
L15H03,attn,15,3,-0.0019081592559814452,0.395,-0.0007537229061126709
L16H17,attn,16,17,-0.0016980743408203124,0.445,-0.0007556430816650391
L25H06,attn,25,6,-0.0016483402252197266,0.475,-0.0007829616069793701
L17H24,attn,17,24,-0.0017166996002197265,0.465,-0.0007982653141021728
L25H01,attn,25,1,-0.0018121433258056641,0.445,-0.0008064037799835205
L41H13,attn,41,13,-0.0020970582962036135,0.385,-0.0008073674440383911
L14H24,attn,14,24,-0.0020394325256347656,0.4,-0.0008157730102539063
L20H00,attn,20,0,-0.0016648721694946288,0.49,-0.0008157873630523681
L25H11,attn,25,11,-0.002147040367126465,0.38,-0.0008158753395080566
L14H20,attn,14,20,-0.0020401144027709962,0.405,-0.0008262463331222535
L27H18,attn,27,18,-0.0021898794174194337,0.38,-0.0008321541786193848
L26H01,attn,26,1,-0.0017718505859375,0.47,-0.000832769775390625
L22H09,attn,22,9,-0.0022770023345947267,0.37,-0.0008424908638000488
L17H10,attn,17,10,-0.0019678688049316407,0.435,-0.0008560229301452637
L25H13,attn,25,13,-0.0018483877182006836,0.465,-0.0008595002889633179
L20H18,attn,20,18,-0.0022692155838012697,0.39,-0.0008849940776824953
L15H08,attn,15,8,-0.0021404075622558595,0.415,-0.0008882691383361816
L23H13,attn,23,13,-0.002232322692871094,0.4,-0.0008929290771484376
L41H21,attn,41,21,-0.0026271438598632815,0.34,-0.0008932289123535158
L17H08,attn,17,8,-0.0019675159454345705,0.455,-0.0008952197551727296
L18H13,attn,18,13,-0.0023947811126708986,0.385,-0.000921990728378296
L42H19,attn,42,19,-0.002313251495361328,0.425,-0.0009831318855285645
L27H12,attn,27,12,-0.002343029975891113,0.42,-0.0009840725898742674
L21H08,attn,21,8,-0.0020971155166625978,0.47,-0.000985644292831421
L41H17,attn,41,17,-0.0021205997467041017,0.47,-0.0009966818809509278
L30H16,attn,30,16,-0.0023829078674316405,0.42,-0.001000821304321289
L36H23,attn,36,23,-0.002227005958557129,0.46,-0.0010244227409362792
L24H03,attn,24,3,-0.002634739875793457,0.39,-0.0010275485515594482
L07H07,attn,7,7,-0.0022250318527221678,0.47,-0.0010457649707794187
L26H11,attn,26,11,-0.0027747154235839844,0.385,-0.001068265438079834
L19H14,attn,19,14,-0.0025869894027709963,0.445,-0.0011512102842330934
L24H20,attn,24,20,-0.0028131866455078126,0.42,-0.0011815383911132813
L44H20,attn,44,20,-0.003422675132751465,0.36,-0.0012321630477905273
L14H12,attn,14,12,-0.002856483459472656,0.44,-0.0012568527221679686
L16H20,attn,16,20,-0.0031157588958740236,0.415,-0.0012930399417877198
L09H07,attn,9,7,-0.0024561262130737304,0.53,-0.0013017468929290771
L22H03,attn,22,3,-0.003164224624633789,0.415,-0.0013131532192230224
L20H13,attn,20,13,-0.0032601404190063478,0.405,-0.0013203568696975709
L16H10,attn,16,10,-0.003409562110900879,0.405,-0.001380872654914856
L14H23,attn,14,23,-0.003836779594421387,0.38,-0.001457976245880127
L28H07,attn,28,7,-0.004176726341247558,0.41,-0.001712457799911499
L42H16,attn,42,16,-0.004799137115478516,0.36,-0.0017276893615722655
L32H22,attn,32,22,-0.003547687530517578,0.515,-0.0018270590782165528
L24_MLP,mlp,24,-1,-0.004287519454956055,0.46,-0.001972258949279785
L08_MLP,mlp,8,-1,-0.005176935195922851,0.455,-0.0023555055141448976
L25_MLP,mlp,25,-1,-0.0052988815307617185,0.465,-0.0024639799118041992
L36H08,attn,36,8,-0.006340708732604981,0.41,-0.002599690580368042
L04_MLP,mlp,4,-1,-0.005945324897766113,0.51,-0.0030321156978607177
L27H00,attn,27,0,-0.010202593803405761,0.31,-0.003162804079055786
L12_MLP,mlp,12,-1,-0.0073145246505737305,0.495,-0.0036206897020339968
L06_MLP,mlp,6,-1,-0.008078813552856445,0.45,-0.0036354660987854004
L47_MLP,mlp,47,-1,-0.008487825393676757,0.455,-0.0038619605541229244
L02_MLP,mlp,2,-1,-0.010275821685791015,0.395,-0.0040589495658874515
L14_MLP,mlp,14,-1,-0.008042073249816895,0.53,-0.004262298822402954
L47H21,attn,47,21,-0.010508866310119628,0.42,-0.004413723850250244
L38_MLP,mlp,38,-1,-0.014270997047424317,0.395,-0.005637043833732605
L05_MLP,mlp,5,-1,-0.012912869453430176,0.465,-0.006004484295845032
L17_MLP,mlp,17,-1,-0.023237175941467285,0.46,-0.010689100933074952
